,_id,tweet_id,text,author,date,location,sentiment,author_fav_count,author_followers,tweet_retweets,tweet_favs
30,9915e38d-9ad0-432e-9c2d-9df6ec345902,1253002941692293121,"UAW-Ford Stands Up! In the toughest of times and in times of need, UAW members, along with the Ford Motor Company, have always been on the front lines to help out their local communities as well as the nation.
https://t.co/uskvczxhmj https://t.co/4pKwghsBtC",UAW - Ford Dept.,2020-04-22 16:49:15,"Detroit, Michigan",positive,,,,
31,97820970-1465-43c1-8d13-7be8d4aeebc6,1253007476313579520,"(Natural News)
 To help with the nation’s response to the Wuhan coronavirus (COVID-19) crisis, Ford Motor Company has decided to repurpose production on one of its vehicle components to produce thousands of potentially life-saving ventilators f ...

https://t.co/l3DXkm9lHl https://t.co/yVkHKPX7x8",💥💥💥💥💥⓵ⒷⓊⓋ💥💥💥💥💥,2020-04-22 17:07:16, 🌎 ❤️️ เt ๏г lєคשє เt 💫👽,positive,,,,
32,80f55951-1c8d-4286-b2f3-feb72552e887,1253013999618310145,"Sharing the wonderful Frontline Worker tribute video from Ford Motor Company! Thank you for providing KDPS with needed face shields to ensure our safety during the Covid-19 response. #inthistogether #backtheblue #TDMFaceshields #FordBuiltTough

https://t.co/MMvSa6wsUk https://t.co/qgThWAIhQj",KDPS,2020-04-22 17:33:12,"Kalamazoo, MI",positive,,,,
33,4feb10af-abf6-4189-940e-a358b81cbd2a,1253021371778715648,"A UK motor insurance company has become the first to offer customers an unprompted refund of £25 as vehicles up and down the nation remain idle during the coronavirus (COVID-19) lockdown.

Will your insurer give you a refund?

TAP THIS LINK TO READ MORE 🔻 https://t.co/4Qokd9lO89 https://t.co/d8rqU9e2iD",Essex Ford,2020-04-22 18:02:29,"Essex, UK",positive,,,,
34,8e3f51d5-6ee7-47e2-9c12-c0e08fcf74f8,1253022220408029184,Congrats to my FAMU Freshman Sister Crystal Green Worthem of Ford Motor Company! #FordMotorCompany #FAMU #CoverGirl https://t.co/is4sRSNToO,Alan Williams,2020-04-22 18:05:52,"Shooting hoops w/ my Son, USA",positive,,,,
35,23ec9079-eb37-4724-9a81-d1ae3ca6cce4,1252905619691991041,"$TSLA #Tesla TSLA - Embedded Expectations Analysis - 2020 04 22:  Tesla, Inc. (TSLA:USA) currently trades well above corporate averages relative to UAFRS-based (Uniform) earnings, with a 69.9x Uniform P/E. At these levels, the market… https://t.co/CxYZaMReDr #equity #stocks",ResearchPool,2020-04-22 10:22:32,"Paris, France",positive,,,,
36,28d7bb31-8fd7-4131-af4f-78268d230a4d,1252916623738130433,"1 entrepreneurial trait may be at the heart of success, and Tesla's Elon Musk demonstrated it in spades... https://t.co/LSIXgowG2f
#doaday #speaker https://t.co/dLCtKeQfjC","Bryan Falchuk, Public Speaker, Coach, Author Ⓥ",2020-04-22 11:06:15,"Boston, MA",positive,,,,
37,028e3870-b6b8-4d08-8ce3-ee5398ef3457,1252938008615104513,"New post (Apple Inc. (NASDAQ:AAPL), Tesla Motors, Inc. (NASDAQ:TSLA) - Gene Munster Sees Apple And Tesla As Biggest Winners This Earnings Season) has been published on FUNDSWIFT - https://t.co/gEN1fRForV https://t.co/ePoqP8o5Ux",FundSwift,2020-04-22 12:31:14,,positive,,,,
38,15e9a86d-c054-4399-9f08-807ce796ab4b,1252953438473859073,"Tesla, Inc. (TSLA) surprised the market with Q3 result. Bain capital changed the rating to Buy, as Tesla, Inc. (TSLA) reported a net revenue that soared 617%.",EquityMarketPredictor,2020-04-22 13:32:33,,positive,,,,
39,aab392ce-111d-4b7f-9925-0573dc4d7bcb,1252997757364834304,"TSLA Stock Price | Tesla Inc. Stock Quote (U.S.: Nasdaq) | MarketWatch

Tesla is doing very good.

Thanks.

Sam

Houston 

 https://t.co/FY9odzvE0T",Sam Rupani,2020-04-22 16:28:39,,positive,,,,
40,594c9662-26fa-4939-97cd-de5a3d25ac9f,1253035644936486914,Our showroom has plenty of space to safely shop and practice social distancing! https://t.co/oQrG5mDpnX,Huggins Honda,2020-04-22 18:59:12,"North Richland Hills, TX",positive,,,,
41,674e3764-b4e3-4a63-b5aa-c9760e0f705b,1253035945596772352,"Your local @Honda dealers are committed to serving our community. We know you depend on your car, particularly now. With vehicle pickups and drop offs available, feel free to schedule service, enhanced sanitation, or an inspection at your local Honda dealer. https://t.co/QDb1ERELjt",Northwest Honda,2020-04-22 19:00:24,"Washington, Oregon, California",positive,,,,
42,c6d9a52a-eff4-42b6-b84e-d2090d9cd9ae,1253061384146911233,"I'd love a cheap cyber sports car
https://t.co/lYXxUhBlu2",50% Ramen🍜,2020-04-22 20:41:29,New York,positive,,,,
43,528f398a-148f-4378-b867-ca2c3b2da45f,1253039679990980610,#NMED just announced recipients of this round of Volkswagen settlement funding on the 50th anniversary of #EarthDay! These projects will result in fewer harmful emissions - great news for #NewMexicans and the environment!,New Mexico Environment Department,2020-04-22 19:15:14,"New Mexico, USA",positive,,,,
44,07af699a-dbff-474c-a711-be9bda1f8627,1253043506400178176,"When people doubt your ideas just remember Ford turned down Volkswagen for free (They own Lamborghini, Bentley, Bugatti, Porsche, Audi + more) because they thought it was worthless. 

Keep going, with proven results the support will follow.",SUCCESSFUL,2020-04-22 19:30:27,GymBox London,positive,,,,
45,b1849498-9793-4969-9a6c-fed520e6f33e,1253061521313161216,"So today, my coffee was actually paid for by a dude driving the new butterfly door Tesla. And he gave Starbucks a $500 tip and $1k worth of free coffee for the next few hours that people go there ☕️ 

just radiating Big Dick Energy

findom • finD",⛓Mei V🖤,2020-04-22 20:42:02,READ PINNED TWEET,positive,,,,
46,e4c1224d-1429-424f-b535-47410d236c60,1253048188531027969,"We want to make your car buying experience convenient and stress-free. Browse our inventory from the comfort of your own home!

#VW #Pasadena #Volkswagen #Turbo #VolksLovers #socal #DealershipLife #VWLife #VWLifestyle #VWLove #VDub #NowYouCan #VDubLove #VWSociety #DubLoveLess https://t.co/yttQHWdVX8",Volkswagen Pasadena,2020-04-22 19:49:03,"Pasadena, CA",positive,,,,
47,7b26b97c-4c6b-4bd3-b1c7-1bca8cc3c71e,1253062348975136768,"I’m so proud of having had the opportunity to work in companies commited with #sustainability Thank you 🙏 Tesla, BoA, Merrill. We are green!! #proudwoman #ESG #tech #HappyEarthDay #EnergyEfficiency #EnergyTransition One panel, car, investment at a time!! 🥰😍 https://t.co/KFQeMazAOc https://t.co/a2XXSMQgFs",LIZ BAZURTO,2020-04-22 20:45:19,"Beverly Hills, CA",positive,,,,
48,c490e52a-9c07-47ac-87eb-30dc06017b34,1253048949973430272,"It’s beauty glistens. ✨ #CardinaleVW

2020 Volkswagen #Passat 2.0T R-Line shown in Platinum Grey.

Visit us - https://t.co/Qp7NKqh5O6 💻 https://t.co/OCeSHImL4D",Cardinale Volkswagen,2020-04-22 19:52:04,"Salinas, CA",positive,,,,
49,a08237c5-c486-439d-a78c-0df2233975f8,1253062485852057600,Happy #EarthDay2020 with @Tesla https://t.co/1C9mUQU605,Vincent,2020-04-22 20:45:52,"Irvine, CA",positive,,,,
50,541eaa1f-3e7f-4628-915f-49e90d33df7d,1253062551589588992,Leno could see Tesla was the future while driving the Roadster. https://t.co/lH0P2NcKsT,InsideHook,2020-04-22 20:46:07,"New York, NY",positive,,,,
51,d8e41e80-67aa-46d7-a27e-843438844022,1253049278886318080,Some friends on Facebook pointed out that I did exactly this in my Volkswagen bus when I was 25 and I couldn't be happier to have been so wrong. No regrets!,Grunion Guy (Blue Checkmark),2020-04-22 19:53:23,Under the Sea,positive,,,,
52,7616a21d-698d-40bb-af91-fe06333affde,1253051675889238016,"Still wild how Yoruba accent turned the Volkswagen Vanagon to ""Fanagon"" 😂",Al Sa-her™,2020-04-22 20:02:54,,positive,,,,
53,c8b0cc3b-987e-4826-9a91-15d9cf17d6cb,1253051908152946688,Fun fact about me : when I get older I wanna get a Volkswagen van pimp it out and travel the whole USA in it !,Aliegh Kristina,2020-04-22 20:03:50,UP STATE NEW YORK ,positive,,,,
54,c7f926fa-3f77-4495-9d80-6b1951ee4986,1253062570279239681,@pulte Would it be possible to get one share of Tesla to see it grow for my kids future education fund?  $aerialjc if that’s possible.  😬,John Cover,2020-04-22 20:46:12,"Cheyenne, WY",positive,,,,
55,29ec9d92-519a-469b-9eb3-a01caedd9612,1253062577384574978,@vincent13031925 @Tesla I love this!,James Boylan,2020-04-22 20:46:13,"Wisconsin, USA",positive,,,,
56,ed2823a3-6cd4-4c26-bf78-78074cc0be51,1253062600675319808,"Happy Earth Day!! 
#tesla #reVolution #EarthDay https://t.co/ujEPjvPmj1",Roberto Mondragon,2020-04-22 20:46:19,Bay Area SFO,positive,,,,
57,fd1d746a-22f2-40f0-b066-7596fb892eb8,1253053292537659394,I can’t wait to get a Volkswagen 😭😭,🔮 BAD WITCH 🔮,2020-04-22 20:09:20,,positive,,,,
58,b95ad7f5-c0e8-47fa-9e9e-c164cd860a73,1253054478279946241,"Come in and have your vehicle climate control and A/C functions tested - on us.

#VW #Pasadena #Volkswagen #Turbo #VolksLovers #socal #DealershipLife #VWLife #VWLifestyle #VWLove #VDub #NowYouCan #VDubLove #VWSociety #DubLoveLess https://t.co/6nZS2ltWwC",@TimmonsLB,2020-04-22 20:14:02,"Long Beach, CA",positive,,,,
59,224b19e1-0f03-45c9-9108-090f9761ddd4,1253055869132124160,A gorgeous Lapiz Blue Golf R to brighten up everyone's day on this rainy Wednesday. #vwcanada #staysafe #staystrong #mk7r @ Harbourview Volkswagen https://t.co/GqCHwSQ33M,HarbourviewVW,2020-04-22 20:19:34,"Nanaimo, BC, Canada",positive,,,,
60,707f3a2f-2864-4187-a223-7cdd2a9bb253,1253062796381696001,"@thirdrowtesla They’re working towards similar goals as Tesla, to be fair",Faraz Sultan,2020-04-22 20:47:06,"Chicago, IL",positive,,,,
61,62f2067a-31b8-4383-a9ee-3d041fc1a28b,1253059142320705536,"Just got a new car two days ago, loving the 1.8 turbo #volkswagen #Passat #wagon https://t.co/C4A0YdQFHc",Zomix,2020-04-22 20:32:34,,positive,,,,
62,54fbb21c-d52e-4652-8259-32d53a88fa39,1253059322717896704,Need a #Automotive service manual? Yes the ones the dealers use we have the manual for your #Volkswagen you need! https://t.co/YmWK1UT0R9,Looking Out For You,2020-04-22 20:33:17,"MN, USA",positive,,,,
63,5f49ba75-f8ae-4124-a04d-994208bfb0cd,1253062871325556736,"why doesnt david dobrik get me in his tesla and interview me about monsta x and then go like ""LOOK BEHIND YOU MONSTA X IS HERE"" like I would like that👉👈 

I mean ofc after corona",Ema☾⁷ | #seeyou,2020-04-22 20:47:23,nan molla,positive,,,,
64,132fb446-dd7a-4a4e-945b-8e2cbfc96f0a,1253062888299720704,@SerildaVrc @engineeringvids Play catch with a Tesla? Hell yeah that sounds fun!,Yuki Hana,2020-04-22 20:47:28,Nanny state,positive,,,,
65,e1f95cb5-cbb6-4bce-a084-1b0db4801491,1253062936542826501,@charlidamelio OMG ARE U GETTING A TESLA?,daniela loves Charli and Ariana,2020-04-22 20:47:39,,positive,,,,
66,e074650c-6d92-4a41-82b5-99308699e672,1252596904568819714,"Proud of my superstar Emergency Medicine physician wife @JSingletonMD for her role in helping to keep the workers of @CoorsTekInc safe during this pandemic!  

Fun Fact: CoorsTek is producing ceramic parts for the ventilators that Ford Motor Company is manufacturing! #COVID19 https://t.co/8T3Hnhvafs",Brandon Wojcik,2020-04-21 13:55:48,,positive,120.0,160.0,0.0,2.0
67,e7a34ef8-5a3e-4bad-8a20-28d096dc0186,1252639506114785283,A big thank you to the Ford Motor Company for donating face shields to the Romeoville Fire Department! https://t.co/rXDHcbSmyV,Romeoville,2020-04-21 16:45:05,"Romeoville, Illinois",positive,216.0,2001.0,5.0,34.0
68,a3ba6b7c-4b54-41c1-8700-8a81076129b7,1252650055355510788,"I covered the autos in Detroit for about 4.5 years with Red Hat, so I still feel a little personal connection when I see success line this - Ford Motor Company optimizes with container platform to speed delivery https://t.co/cbkmR0Rvlf",Scott McCarty,2020-04-21 17:27:00,Akron,positive,3198.0,3844.0,1.0,9.0
69,8bfeb628-7ebd-4554-a044-d1c892bd807f,1252658894545051648,Ford Fact :The Ford Motor Company made Henry Ford one of the richest and well-known people of his time. https://t.co/Ht6dxqdKe2,Tom's Ford,2020-04-21 18:02:08,"Keyport, NJ",positive,28.0,232.0,0.0,0.0
70,f2216999-42b6-432d-b607-c902bf026fd7,1252735868881813506,"Ford Motor Company does more than just provide high-quality vehicles and maintenance services: Ford takes care of its community, like us. ur CEO Jim Hackett  shared how Ford is leading the torch for innovation in giving back to the local community.https://t.co/ZqHQcvc02O",Rost Motors Ford,2020-04-21 23:08:00,"Manson, Iowa",positive,820.0,1029.0,0.0,1.0
71,85dff218-20c5-4d34-883c-3a11a19e0b76,1252763338078994433,"Credits to the Ford Motor Company, and the designers and engineers at Ford in 1966",Sean,2020-04-22 00:57:09,United States,positive,2776.0,48.0,0.0,0.0
72,8ebc085f-702e-4cac-89e2-89b6a93b3a10,1252840514782543872,"@ford have excelled here, call it @mustang and let the controversy begin, as the luddites keep bashing it  and attempt to stop the @ford motor company moving into the 21st century - absolutely brilliant - cannot wait to get one and turn up at @mustang meets https://t.co/1BY3ji3eTY",Aston Martin and Bullitt go on holiday,2020-04-22 06:03:50,"Northampton, England UK",positive,22551.0,583.0,0.0,1.0
73,4cb86bc6-e69e-4c64-be91-715878ac5e54,1252892425284194304,We’re proud to support Ford Motor Company in their efforts to manufacture Powered Air Purifying Respirators (PAPRs). These respirators help healthcare workers on the frontline protect themselves from COVID-19 #EveryConnectionCounts https://t.co/EtvvsHQMYQ,Abhay,2020-04-22 09:30:06,"Mysuru, India",positive,941.0,36.0,0.0,0.0
74,fb49b715-adaf-403b-a6d2-e70ed6d23bfd,1252947340266278913,Hero of the day: @Ford Motor Company for converting their plants to manufacture ventilators. #heroes #heroesworkhere #Ford #fordmotorcompany #ventilators #coronavirus #covid19 https://t.co/VAucIpbrWo,Steve Hasting,2020-04-22 13:08:19,"Tulsa, Okla",positive,83952.0,3267.0,0.0,0.0
75,92784b01-64d4-43fe-b088-5e3c8d48e28a,1252958604648423425,Happy Earth Day from Ford Motor Company! #EarthDay2020 #EarthDay #WorldEarthDay https://t.co/aQJXmAKDp1,Ford Careers,2020-04-22 13:53:04,Global,positive,416.0,6863.0,0.0,2.0
76,d2524ea4-7f27-4445-93f8-67b756a0d67d,1252968677844168704,"Based on Red Hat® OpenShift® and supported by #RedHat and #Sysdig technology, Ford has improved developer productivity, enhanced its security and compliance approach. Read the full story https://t.co/YvTj0NwcwG",Daniel Oh,2020-04-22 14:33:06,"Boston, MA",positive,60918.0,1574.0,0.0,0.0
77,1c4bec39-9d76-41ae-a0fc-625b127b0f4f,1253455885436891136,the hyundai x bts commercial is very pretty,cass ⁷✨,2020-04-23 22:49:05,she + her / 16,positive,46554.0,243.0,0.0,0.0
78,38de4883-23d8-40f9-9cbf-71847ad8c550,1253457409223376896,"Congratulations                                                                                                                                                                                                                                 
Happy Customer
Hyundai Genesis
#vccars https://t.co/PUzPHlt9Ob",versatile collection,2020-04-23 22:55:09,,positive,1381.0,27.0,0.0,1.0
79,1d352dff-d263-43c6-8d7e-e8ec4953f55a,1253457631576014851,The Prophecy and Hyundai 45 concept vehicles from the Frankfurt Auto Show have been green lit! Check out Hyundai's slick new rides: https://t.co/LB82cT1med https://t.co/5OELq3fzp2,Grayson Hyundai,2020-04-23 22:56:02,"Knoxville,TN",positive,129.0,304.0,0.0,0.0
80,40e0f662-0174-4958-b95d-04be76814cfa,1253458241381699584,@ChicagoBears @Hyundai Go Bears,Hweaver,2020-04-23 22:58:27,"Florida, USA",positive,46.0,1.0,0.0,0.0
81,31aacda5-38de-45d6-91eb-4ae2ad4c9325,1253459011602714624,@MotorWeek @BioshockLGP @Hyundai Oh that looks awesome. I love the color,Kish,2020-04-23 23:01:31,"Midland, TX",positive,18255.0,1741.0,0.0,0.0
82,199a7de3-2460-42ab-8d84-0557a37c88e2,1253460865656991745,@Hyundai_Global @bts_bighit Ayyyyyyy y love You,mirka marisol,2020-04-23 23:08:53,,positive,588.0,4.0,0.0,0.0
83,74f1c2f9-22a0-4363-856e-e41f0edb24f3,1253460956824457216,"Congratulations                                                                                                                                                                                                                                 
Happy Customer
Hyundai Elantra
#hyundai https://t.co/NammE4sFqM",versatile collection,2020-04-23 23:09:14,,positive,1381.0,27.0,0.0,1.0
84,36bdfc46-c3cf-4613-b55d-346030a445ce,1253461337528774658,the bts hyundai ad is the only minute long ad i’ll watch from beginning to end,⁷,2020-04-23 23:10:45,,positive,645.0,84.0,0.0,0.0
85,abb7bc90-5465-4174-9cfd-e2724b9e09c6,1253463515123159041,@samsamthefamfam @BTS_twt @Hyundai_Global Yo it’s good!,BTS ARMY💜,2020-04-23 23:19:24,,positive,663.0,1.0,0.0,0.0
86,efb2aa68-4304-4cc9-b8b4-a7d56dfcc7a0,1253464749347569667,"This Hyundai looks beautiful 😍
https://t.co/YShTxeMOX7",Jeffrey Cadman,2020-04-23 23:24:19,DC Metro,positive,3457.0,343.0,0.0,1.0
87,71c09c8e-37cb-498f-8097-4967d3e22159,1253466125360173056,@BHA @Hyundai @MWilkins @BryanHerta @mason_filippi @TylerGonzalez57 @TylerMaxsonRace @WeatherTechRcwy Off to a wicked start! 🏁,Forza Motorsport,2020-04-23 23:29:47,,positive,1841.0,306972.0,0.0,3.0
88,e830272d-bea3-4aa4-ba1c-7752c6139f42,1253467302948937730,"2 DEC 2019. Hope named Hyundai A-League Young Player of the Month for November.
Melbourne Victory F.C's Mezzala Josh Hope has wowed the fans with some outstanding performances and has duly won the Hyundai A-League Young Player of the Month. @MelbourneCity https://t.co/eoFUU3nLxP",Australia Football Simulator,2020-04-23 23:34:27,,positive,0.0,38.0,0.0,0.0
89,0bab1611-5333-42c1-b945-9d6483da6115,1253468094258794496,@BTSARMY21943741 @BTS_twt @Hyundai_Global Thanks!! 🥺,BANGBANGCON 😩,2020-04-23 23:37:36,,positive,8891.0,48.0,0.0,0.0
90,d3f02e37-77cf-4f55-b648-f672974eea95,1253471048684777478,@Hyundai_Global @BTS_twt MY BABY,ram⁷,2020-04-23 23:49:21,,positive,60108.0,949.0,0.0,0.0
91,c672b3c7-2c98-405e-99df-bbfcefe34e7f,1253472395681320960,YAAAS HYUNDAI LET'S GO HYDROGEN ENERGYYYY,호비 here 🤭🤗 selling tour tix 📌,2020-04-23 23:54:42,nat. '94. she/her 🌈,positive,94337.0,187.0,0.0,0.0
92,b06b8d3e-3887-4add-b442-2917b8bacf41,1253471477602664448,"@Tesla @elonmusk Any word on leasing the Model Y? My company lease on the Model S is running out in Sept. These days, can't really support a giant payment but would love to get another Tesla.",Mike Jackman,2020-04-23 23:51:03,DC,positive,1.0,10.0,0.0,0.0
93,b7bff19c-a12e-4ccc-aadb-72232f39830e,1253471656862978048,@MKBHD @Tesla You are using OnePlus ❤️❤️❤️ .. I think the screenshot was taken by a OnePlus phone.  . .🤔,Xavier,2020-04-23 23:51:46,Bangladesh,positive,1790.0,11.0,0.0,0.0
